index,Commune,NPA,Commune d'annonce / District,full_demand_wed,distance_to_venoge_km,P_Y,adjusted_demand_wed
175,Chêne-Pâquier,1464,Chêne-Pâquier,7.0,40.54,0.016174700756910805,0
176,Genolier,1272,Genolier,4.0,40.57,0.01607949892995659,0
177,Longirod,1261,Longirod,7.0,40.81,0.01533747180148822,0
179,Signy,1274,Signy-Avenex,7.0,42.11,0.011867655105161289,0
180,Trélex,1270,Trélex,7.0,42.19,0.011681484072556727,0
181,Glion,1823,Montreux,8.0,42.58,0.01081443636025442,0
182,Chamby,1832,Montreux,1.0,42.8,0.010353737531091752,0
184,Mutrux,1428,Mutrux,10.0,43.15,0.009660523027407903,0
185,Eysins,1262,Eysins,11.0,44.13,0.00795474594886333,0
186,Borex,1277,Borex,7.0,44.66,0.007160423282069831,0
187,Vaumarcus,2028,Concise,4.0,45.19,0.006444902565061201,0
188,St-Légier-La Chiésaz,1806,Blonay - Saint-Légier,40.0,45.42,0.00615693636524221,0
189,Bassins,1269,Bassins,16.0,45.45,0.006120330768579924,0
190,Gingins,1276,Saint-Cergue,11.0,45.6,0.005940522198340365,0
191,Les Rasses,1452,Sainte-Croix,3.0,45.78,0.005731671043707487,0
192,Crassier,1263,Crassier,8.0,46.19,0.005282811642053049,0
194,Crans VD,1299,Crans (VD),7.0,46.63,0.004839946090898515,0
195,Chéserex,1275,Chéserex,4.0,47.35,0.004193572052512613,0
196,Rennaz,1847,Rennaz,2.0,47.79,0.003841666337345549,0
197,Roche VD,1852,Roche (VD),38.0,49.01,0.0030124036920728165,0
198,Chavannes-de-Bogis,1279,Chavannes-de-Bogis,13.0,49.44,0.0027648505949215293,0
199,Payerne,1530,Payerne,73.0,49.52,0.002721084422724872,0
200,Noville,1845,Noville,13.0,49.53,0.00271566245674634,0
201,Founex,1297,Founex,21.0,50.51,0.002233387282924068,0
202,Chessel,1846,Chessel,4.0,51.35,0.001888654816582184,0
203,Coppet,1296,Coppet,9.0,51.69,0.0017647146490522212,0
204,Granges-près-Marnand,1523,Valbroye,9.0,51.94,0.001678792987273351,0
205,Commugny,1291,Commugny,2.0,52.22,0.0015875096141746486,0
206,Tannay,1295,Tannay,9.0,52.24,0.0015811822793922396,0
207,Chavannes-des-Bois,1290,Chavannes-des-Bois,37.0,53.04,0.0013477097364603288,0
208,Yvorne,1853,Yvorne,9.0,53.07,0.0013396584887631197,0
209,Marnand,1524,Valbroye,2.0,53.83,0.0011509683686537597,0
212,St-Cergue,1264,Saint-Cergue,10.0,55.07,0.0008983967244533916,0
213,Couvet,2108,Provence,26.0,55.56,0.0008145987227581947,0
214,Trey,1552,Trey,9.0,55.86,0.0007671965808797481,0
215,Chevroux,1545,Chevroux,2.0,56.73,0.0006447519041795738,0
216,Aigle,1860,Aigle,37.0,56.8,0.0006357939683952288,0
218,Arzier-Le Muids,1273,Arzier-Le Muids,13.0,59.36,0.00038112574481965583,0
219,Sédeilles,1554,Villarzel,2.0,59.63,0.000361098001846918,0
220,Villeneuve VD,1844,Villeneuve (VD),27.0,59.8,0.0003490312521100613,0
221,St-Triphon,1867,Ollon,36.0,59.8,0.0003490312521100613,0
223,Villars-le-Grand,1584,Vully-les-Lacs,3.0,62.51,0.00020302061319914662,0
224,Salavaux,1585,Vully-les-Lacs,4.0,62.83,0.0001904367470755795,0
225,Constantine,1587,Vully-les-Lacs,1.0,64.24,0.00014364814894831805,0
226,Bex,1880,Bex,40.0,64.72,0.00013050089024732264,0
227,Chabrey,1589,Vully-les-Lacs,9.0,66.19,9.726247877850616e-05,0
228,Huémoz,1884,Ollon,2.0,67.26,7.852617657084891e-05,0
230,Lavey-les-Bains,1892,Lavey-Morcles,3.0,68.54,6.079148711597458e-05,0
231,Les Moulins,1660,Château-d'Oex,3.0,68.62,5.982662102575105e-05,0
232,Chesières,1885,Ollon,4.0,69.28,5.242890847627327e-05,0
233,Cudrefin,1588,Cudrefin,23.0,69.89,4.6407642245884355e-05,0
234,La Forclaz VD,1866,Ollon,1.0,72.05,3.012876697309509e-05,0
236,Rougemont,1659,Château-d'Oex,6.0,74.02,2.0317655560662326e-05,0
237,Gryon,1882,Gryon,3.0,77.0,1.1195359505113293e-05,0
