"","PLZ","day","ticket"
"2216",2800,"VE",14
"2217",2800,"SA",6
"2218",2802,"ME",4
"2219",2822,"ME",18
"2220",2822,"JE",2
"2221",2822,"VE",8
"2222",2822,"SA",8
"2223",2824,"ME",6
"2224",2824,"JE",2
"2225",2824,"VE",1
"2226",2825,"ME",3
"2227",2827,"ME",1
"2228",2828,"ME",3
"2229",2830,"ME",16
"2230",2842,"SA",3
"2231",2843,"ME",6
"2232",2852,"ME",6
"2233",2852,"JE",4
"2234",2852,"VE",2
"2235",2853,"ME",3
"2236",2854,"ME",13
"2237",2854,"JE",1
"2238",2854,"VE",2
"2239",2854,"SA",2
"2240",2855,"ME",7
"2241",2856,"ME",2
"2242",2864,"ME",2
"2243",2864,"SA",2
"2244",2900,"ME",5
"2245",2900,"JE",2
"2246",2900,"SA",2
"2247",2902,"ME",1
"2248",2902,"JE",1
"2249",2905,"ME",3
"2250",2906,"ME",1
"2251",2912,"VE",2
"2252",2915,"ME",1
"2253",2923,"JE",1
"2254",2925,"ME",2
"2255",2926,"ME",5
"2256",2926,"SA",2
"2257",2932,"ME",3
"2258",2932,"VE",1
"2259",2942,"ME",9
"2260",2946,"VE",3
"2261",2950,"ME",9
"2262",2950,"VE",2
"2263",2952,"ME",1
"2264",2954,"VE",4
"2265",3005,"ME",2
"2266",3006,"ME",2
"2267",3006,"JE",3
"2268",3006,"VE",7
"2269",3007,"ME",2
"2270",3007,"VE",4
"2271",3007,"SA",5
"2272",3008,"ME",1
"2273",3008,"SA",2
"2274",3011,"JE",2
"2275",3012,"JE",1
"2276",3012,"SA",2
"2277",3013,"VE",3
"2278",3018,"ME",2
"2279",3018,"SA",2
"2280",3027,"JE",1
"2281",3032,"JE",2
"2282",3037,"ME",2
"2283",3043,"JE",1
"2284",3053,"ME",4
"2285",3053,"SA",7
"2286",3063,"JE",1
"2287",3066,"VE",4
"2288",3067,"VE",1
"2289",3072,"ME",6
"2290",3072,"JE",3
"2291",3072,"VE",2
"2292",3073,"JE",3
"2293",3075,"VE",3
"2294",3076,"JE",2
"2295",3088,"VE",4
"2296",3095,"VE",4
"2297",3097,"ME",2
"2298",3098,"SA",3
"2299",3112,"SA",2
"2300",3116,"JE",2
"2301",3116,"SA",2
"2302",3176,"VE",2
"2303",3186,"ME",3
"2304",3186,"VE",1
"2305",3210,"VE",6
"2306",3210,"SA",5
"2307",3212,"JE",2
"2308",3215,"VE",4
"2309",3225,"JE",1
"2310",3225,"VE",2
"2311",3232,"ME",5
"2312",3232,"JE",1
"2313",3232,"SA",4
"2314",3235,"SA",2
"2315",3236,"ME",4
"2316",3236,"VE",2
"2317",3238,"JE",2
"2318",3238,"VE",4
"2319",3280,"ME",4
"2320",3280,"JE",2
"2321",3280,"VE",1
"2322",3286,"ME",2
"2323",3297,"JE",1
"2324",3297,"VE",3
"2325",3298,"SA",2
"2326",3305,"VE",2
"2327",3306,"VE",2
"2328",3400,"JE",2
"2329",3415,"ME",1
"2330",3422,"ME",2
"2331",3423,"SA",2
"2332",3432,"ME",2
"2333",3500,"JE",1
"2334",3600,"ME",2
"2335",3612,"ME",1
"2336",3624,"VE",2
"2337",3626,"SA",2
"2338",3778,"JE",1
"2339",3780,"ME",1
"2340",3800,"ME",2
"2341",3800,"JE",2
"2342",3800,"SA",2
"2343",3814,"JE",6
"2344",3910,"VE",1
"2345",3954,"ME",2
"2346",3960,"ME",48
"2347",3960,"JE",8
"2348",3960,"VE",11
"2349",3960,"SA",3
"2350",3961,"ME",6
"2351",3961,"JE",2
"2352",3963,"ME",18
"2353",3963,"JE",6
"2354",3963,"VE",1
"2355",3963,"SA",6
"2356",3965,"ME",2
"2357",3966,"JE",3
"2358",3966,"VE",4
"2359",3968,"ME",2
"2360",3968,"JE",2
"2361",3968,"VE",2
"2362",3969,"ME",2
"2363",3970,"ME",1
"2364",3971,"ME",6
"2365",3971,"JE",2
"2366",3973,"ME",1
"2367",3973,"SA",4
"2368",3974,"VE",1
"2369",3976,"ME",1
"2370",3976,"JE",2
"2371",3976,"SA",2
"2372",3977,"ME",21
"2373",3977,"JE",6
"2374",3977,"VE",1
"2375",3977,"SA",2
"2376",3979,"ME",4
"2377",3979,"VE",5
"2378",4052,"JE",2
"2379",4053,"ME",2
"2380",4055,"VE",2
"2381",4057,"ME",1
"2382",4057,"VE",1
"2383",4058,"JE",2
"2384",4058,"SA",5
"2385",4103,"JE",2
"2386",4123,"ME",2
"2387",4125,"JE",2
"2388",4144,"SA",3
"2389",4147,"VE",2
"2390",4147,"SA",2
"2391",4153,"SA",2
"2392",4313,"SA",5
"2393",4410,"SA",4
"2394",4457,"VE",2
"2395",4464,"ME",2
"2396",4502,"VE",1
"2397",4514,"JE",2
"2398",4528,"ME",2
"2399",4528,"JE",5
"2400",4528,"VE",1
"2401",4563,"VE",1
"2402",4571,"JE",1
"2403",4573,"ME",1
"2404",4632,"VE",2
"2405",4703,"VE",3
"2406",4704,"JE",1
"2407",4900,"ME",4
"2408",5018,"SA",3
"2409",5107,"JE",1
"2410",5151,"VE",2
"2411",5200,"JE",1
"2412",5200,"VE",1
"2413",5415,"ME",2
"2414",5522,"VE",2
"2415",5606,"VE",1
"2416",5610,"SA",3
"2417",5643,"ME",2
"2418",6010,"ME",3
"2419",6010,"JE",1
"2420",6020,"ME",2
"2421",6020,"JE",1
"2422",6024,"JE",3
"2423",6033,"VE",2
"2424",6048,"ME",2
"2425",6053,"ME",2
"2426",6221,"ME",1
"2427",6280,"JE",2
"2428",6300,"JE",4
"2429",6302,"VE",2
"2430",6340,"ME",2
"2431",6414,"ME",3
"2432",6460,"ME",1
"2433",6500,"VE",2
"2434",6517,"VE",5
"2435",6821,"VE",3
"2436",6833,"SA",1
"2437",6863,"VE",1
"2438",6872,"VE",1
"2439",6932,"SA",2
"2440",6962,"JE",2
"2441",6966,"VE",2
"2442",6967,"VE",4
"2443",6992,"JE",2
"2444",7420,"VE",1
"2445",8003,"JE",1
"2446",8003,"VE",1
"2447",8003,"SA",2
"2448",8004,"VE",1
"2449",8005,"SA",1
"2450",8006,"SA",1
"2451",8008,"ME",3
"2452",8038,"ME",3
"2453",8044,"VE",4
"2454",8045,"ME",1
"2455",8046,"ME",2
"2456",8047,"ME",2
"2457",8048,"ME",2
"2458",8048,"JE",1
"2459",8048,"VE",2
"2460",8050,"ME",1
"2461",8050,"VE",1
"2462",8051,"ME",2
"2463",8052,"JE",2
"2464",8053,"ME",1
"2465",8055,"ME",2
"2466",8057,"JE",2
"2467",8125,"SA",4
"2468",8134,"VE",1
"2469",8152,"VE",1
"2470",8153,"VE",2
"2471",8154,"ME",1
"2472",8155,"ME",2
"2473",8180,"SA",3
"2474",8248,"VE",2
"2475",8280,"VE",2
"2476",8302,"VE",2
"2477",8307,"VE",2
"2478",8317,"VE",2
"2479",8317,"SA",2
"2480",8344,"ME",2
"2481",8370,"ME",2
"2482",8400,"VE",1
"2483",8400,"SA",1
"2484",8505,"JE",2
"2485",8583,"ME",2
"2486",8600,"ME",2
"2487",8610,"JE",1
"2488",8712,"ME",2
"2489",8802,"ME",1
"2490",8805,"JE",2
"2491",8820,"SA",2
"2492",8824,"ME",2
"2493",8825,"VE",3
"2494",8887,"ME",1
"2495",8890,"VE",2
"2496",8902,"ME",2
"2497",8913,"VE",2
"2498",8932,"JE",2
"2499",8952,"JE",1
"2500",8957,"ME",3
"2501",9000,"VE",1
"2502",9008,"JE",2
"2503",9015,"SA",2
"2504",9043,"SA",2
"2505",9300,"JE",5
"2506",9300,"VE",4
"2507",9300,"SA",2
